"id"	"trait"	"sample_size"	"nsnp"	"year"	"consortium"	"author"	"note"	"access"	"mr"	"sex"	"pmid"	"priority"	"population"	"unit"	"category"	"subcategory"	"ncase"	"ncontrol"	"sd"	"ukbbid"
"ukb-b-14699"	"Illnesses of mother: Alzheimer's disease/dementia"	423738	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20110#10: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	36548	387190	NA	"20110#10"
"ukb-b-13346"	"Fractured/broken bones in last 5 years"	460389	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"2463: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	44502	415887	NA	"2463"
"ukb-b-13121"	"Operative procedures - secondary OPCS: Z27.1 Oesophagus"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41210#Z271: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	5450	457560	NA	"41210#Z271"
"ukb-b-14086"	"Diagnoses - main ICD10: N93.8 Other specified abnormal uterine and vaginal bleeding"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41202#N938: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1392	461618	NA	"41202#N938"
"ukb-b-12753"	"Recent medication for hayfever or allergic rhinitis"	25486	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"22166: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	12212	13274	NA	"22166"
"ukb-b-17673"	"Fish consumer"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"103140: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	18743	46206	NA	"103140"
"ukb-b-13425"	"Operative procedures - secondary OPCS: V55.3 Greater than two levels of spine"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41210#V553: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1106	461904	NA	"41210#V553"
"ukb-b-1092"	"PCT responsible for patient data: BERKSHIRE EAST PCT"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41229#5QG: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2453	460557	NA	"41229#5QG"
"ukb-b-14050"	"Why reduced smoking: Financial reasons"	14951	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6158#4: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	4012	10939	NA	"6158#4"
"ukb-b-5361"	"Operative procedures - secondary OPCS: Z28.2 Caecum"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41210#Z282: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	14322	448688	NA	"41210#Z282"
"ukb-b-46"	"Operative procedures - main OPCS: E08.1 Polypectomy of internal nose"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#E081: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2035	460975	NA	"41200#E081"
"ukb-b-4554"	"Diagnoses - secondary ICD10: R11 Nausea and vomiting"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41204#R11: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	6773	456237	NA	"41204#R11"
"ukb-b-10263"	"Operative procedures - secondary OPCS: Y80.9 Unspecified general anaesthetic"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41210#Y809: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	5227	457783	NA	"41210#Y809"
"ukb-b-11650"	"Corneal hysteresis (left)"	97465	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"5264: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"5264"
"ukb-b-845"	"Heel quantitative ultrasound index (QUI), direct entry (left)"	146226	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"4104: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"4104"
"ukb-b-9976"	"External causes: Y83.1 Surgical operation with implant of artificial internal device"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41201#Y831: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	3421	459589	NA	"41201#Y831"
"ukb-b-16635"	"Types of spreads/sauces consumed: Yeast extract"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20088#335: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	3151	61798	NA	"20088#335"
"ukb-b-8798"	"Operative procedures - secondary OPCS: Y53.4 Approach to organ under fluoroscopic control"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41210#Y534: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	9014	453996	NA	"41210#Y534"
"ukb-b-10260"	"Types of spreads/sauces consumed: Gravy"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20088#349: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	4302	60647	NA	"20088#349"
"ukb-b-6716"	"Diagnoses - main ICD10: K29.5 Chronic gastritis, unspecified"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41202#K295: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1467	461543	NA	"41202#K295"
"ukb-b-10212"	"Treatment speciality of consultant (recoded): Neurology"	444321	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41246#1810: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	5524	438797	NA	"41246#1810"
"ukb-b-471"	"Diagnoses - main ICD9: 6262 Excessive or frequent menstruation"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41203#6262: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1374	461636	NA	"41203#6262"
"ukb-b-5693"	"PCT responsible for patient data: HAMPSHIRE PCT"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41229#5QC: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2491	460519	NA	"41229#5QC"
"ukb-b-15924"	"3mm index of best keratometry results (left)"	95998	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"5292: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"5292"
"ukb-b-13639"	"Operative procedures - main OPCS: H28.9 Unspecified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#H289: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1454	461556	NA	"41200#H289"
"ukb-b-14926"	"Types of transport used (excluding work): Walk"	460491	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6162#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	225730	234761	NA	"6162#2"
"ukb-b-17772"	"6mm cylindrical power angle (right)"	84278	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"5114: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"5114"
"ukb-b-17805"	"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Cholesterol lowering medication"	249710	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6153#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	31553	218157	NA	"6153#1"
"ukb-b-2973"	"Diagnoses - secondary ICD10: K31.8 Other specified diseases of stomach and duodenum"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41204#K318: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1247	461763	NA	"41204#K318"
"ukb-b-4733"	"Number of operations, self-reported"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"136: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"136"
"ukb-b-17243"	"Non-cancer illness code, self-reported: anxiety/panic attacks"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20002#1287: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	6410	456523	NA	"20002#1287"
"ukb-b-16369"	"Main speciality of consultant (recoded): Gynaecology"	461449	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41245#1380: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	52200	409249	NA	"41245#1380"
"ukb-b-19130"	"Types of spread used on bread/crackers: Olive spread on bread/crackers"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20087#164: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	7935	57014	NA	"20087#164"
"ukb-b-18095"	"PCT where patients GP was registered: NORTH YORKSHIRE AND YORK PCT"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41230#5NV: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2297	460713	NA	"41230#5NV"
"ukb-b-4616"	"Nap during day"	462400	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"1190: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"1190"
"ukb-b-20447"	"Iron"	64979	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"100011: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"100011"
"ukb-b-5633"	"Treatment/medication code: qvar 50 inhaler"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20003#1141167594: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1696	461237	NA	"20003#1141167594"
"ukb-b-15945"	"Pea intake"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"104280: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"104280"
"ukb-b-10324"	"Operation code: elbow surgery"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20004#1500: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2782	460151	NA	"20004#1500"
"ukb-b-4462"	"Exposure to tobacco smoke at home"	417693	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"1269: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"1269"
"ukb-b-4282"	"Prospective memory result"	152605	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20018: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"20018"
"ukb-b-15453"	"Operative procedures - secondary OPCS: Z85.6 Ankle joint"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41210#Z856: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2186	460824	NA	"41210#Z856"
"ukb-b-1515"	"Operative procedures - main OPCS: U08.1 Computed tomography of abdomen NEC"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#U081: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1073	461937	NA	"41200#U081"
"ukb-b-18008"	"Diagnoses - secondary ICD10: K59.0 Constipation"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41204#K590: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	3862	459148	NA	"41204#K590"
"ukb-b-8013"	"Length of working week for main job"	260069	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"767: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"767"
"ukb-b-13151"	"Operative procedures - main OPCS: W20.5 Primary open reduction of fracture of ankle and extramedullary fixation NEC"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#W205: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1307	461703	NA	"41200#W205"
"ukb-b-20480"	"Treatment/medication code: ranitidine"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20003#1140879406: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	7680	455253	NA	"20003#1140879406"
"ukb-b-13392"	"Diagnoses - secondary ICD10: K57.3 Diverticular disease of large intestine without perforation or abscess"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41204#K573: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	7137	455873	NA	"41204#K573"
"ukb-b-15564"	"Number of other bread types with  butter/margarine"	64932	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"101550: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"101550"
"ukb-b-6267"	"Destinations on discharge from hospital (recoded): Transfer within NHS provider: Medical specialty"	460756	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41248#6005: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2035	458721	NA	"41248#6005"
"ukb-b-6185"	"Cheese spread intake"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"102860: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"102860"
"ukb-b-4738"	"Diagnoses - main ICD10: K25.9 Unspecified as acute or chronic, without haemorrhage or perforation"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41202#K259: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1493	461517	NA	"41202#K259"
"ukb-b-8072"	"Diagnoses - secondary ICD10: N40 Hyperplasia of prostate"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41204#N40: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	4133	458877	NA	"41204#N40"
"ukb-b-15527"	"Operation code: squint correction"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20004#1491: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	6117	456816	NA	"20004#1491"
"ukb-b-2966"	"Milk intake"	64943	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"100520: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"100520"
"ukb-b-8131"	"Operative procedures - main OPCS: H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#H251: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	7880	455130	NA	"41200#H251"
"ukb-b-17155"	"Transport type for commuting to job workplace: Public transport"	245364	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6143#3: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	51847	193517	NA	"6143#3"
"ukb-b-5627"	"Scone intake"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"102070: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"102070"
"ukb-b-19064"	"Operative procedures - secondary OPCS: Y20.3 Biopsy of lesion of organ NOC"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41210#Y203: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2015	460995	NA	"41210#Y203"
"ukb-b-19253"	"Age started smoking in current smokers"	35702	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"3436: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"3436"
"ukb-b-2105"	"Work/job satisfaction"	105358	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"4537: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"4537"
"ukb-b-17097"	"Gas or solid-fuel cooking/heating: An open solid fuel fire that you use regularly in winter time"	461398	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6139#3: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	40700	420698	NA	"6139#3"
"ukb-b-3383"	"Vegetarian sausages/burgers intake"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"103260: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"103260"
"ukb-b-16946"	"Diagnoses - secondary ICD10: R35 Polyuria"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41204#R35: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1446	461564	NA	"41204#R35"
"ukb-b-12087"	"PCT where patients GP was registered: LEEDS WEST PCT"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41230#5HH: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1435	461575	NA	"41230#5HH"
"ukb-b-3825"	"Age angina diagnosed"	13806	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"3627: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"3627"
"ukb-b-17223"	"Garlic intake"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"104220: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"104220"
"ukb-b-10412"	"Time to complete round"	110323	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20133: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"20133"
"ukb-b-11484"	"Diagnoses - secondary ICD10: Z51.1 Chemotherapy session for neoplasm"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41204#Z511: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	7714	455296	NA	"41204#Z511"
"ukb-b-11052"	"Diagnoses - main ICD10: R79.8 Other specified abnormal findings of blood chemistry"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41202#R798: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1972	461038	NA	"41202#R798"
"ukb-b-1228"	"Diagnoses - secondary ICD10: I84.6 Residual haemorrhoidal skin tags"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41204#I846: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1710	461300	NA	"41204#I846"
"ukb-b-9386"	"Treatment/medication code: naproxen"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20003#1140871462: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2936	459997	NA	"20003#1140871462"
"ukb-b-17446"	"Operative procedures - secondary OPCS: Q18.1 Diagnostic endoscopic examination of uterus and biopsy of lesion of uterus"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41210#Q181: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1490	461520	NA	"41210#Q181"
"ukb-b-5605"	"Yorkshire pudding intake"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"102030: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"102030"
"ukb-b-133"	"Hip pain for 3+ months"	51516	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"3414: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	40152	11364	NA	"3414"
"ukb-b-12912"	"Snackpot intake"	64946	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"102760: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"102760"
"ukb-b-9856"	"Non-cancer illness code, self-reported: trapped nerve/compressed nerve"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20002#1257: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1352	461581	NA	"20002#1257"
"ukb-b-19071"	"Intra-ocular pressure, corneal-compensated (left)"	97465	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"5262: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"5262"
"ukb-b-8877"	"Diagnoses - secondary ICD10: B96.2 Escherichia coli [E. coli] as the cause of diseases classified to other chapters"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41204#B962: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1551	461459	NA	"41204#B962"
"ukb-b-11412"	"Diagnoses - main ICD10: R04.0 Epistaxis"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41202#R040: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1512	461498	NA	"41202#R040"
"ukb-b-9960"	"Leg pain on walking : action taken"	32942	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"5507: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"5507"
"ukb-b-13545"	"Cancer code, self-reported: uterine/endometrial cancer"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20001#1040: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1151	461782	NA	"20001#1040"
"ukb-b-290"	"Operation code: upper limb surgery"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20004#1498: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2605	460328	NA	"20004#1498"
"ukb-b-6504"	"PCT where patients GP was registered: AMBER VALLEY PCT"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41230#5ED: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1187	461823	NA	"41230#5ED"
"ukb-b-10546"	"Oily fish intake"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"103160: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"103160"
"ukb-b-2303"	"Body mass index (BMI)"	454884	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"23104: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"23104"
"ukb-b-748"	"Filtered coffee intake"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"100270: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"100270"
